full_name,espn_id,rotowire_id,sportradar_id,yahoo_id,college,years_experience,team,position,coach,bye,league_name
Davante Adams,16800,9455,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,Fresno State,10.0,LV,WR,theBandit216,10,BB1
Brandin Cooks,16731,9260,b6b954eb-4591-4b7a-86b9-a481f15fdd58,27548,Oregon State,10.0,DAL,WR,theBandit216,7,BB1
Tyler Boyd,3045144,10822,76a5edec-5ff7-49fa-a8ec-5768a372279d,29288,Pittsburgh,8.0,TEN,WR,theBandit216,5,BB1
David Njoku,3123076,11734,8f86fcea-90e8-49ea-bc78-5c7659313e57,30142,Miami (FL),7.0,CLE,TE,theBandit216,10,BB1
JuJu Smith-Schuster,3120348,11877,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,30175,USC,7.0,FA,WR,theBandit216,0,BB1
Patrick Mahomes,3139477,11839,11cad59d-90dd-449c-a839-dddaba4fe16c,30123,Texas Tech,7.0,KC,QB,theBandit216,6,BB1
D'Onta Foreman,3125116,11685,02779042-2b4e-4fa9-b598-364fe01b523a,30202,Texas,7.0,CLE,RB,theBandit216,10,BB1
Josh Reynolds,3115306,11871,682eda79-0026-4ad8-8f45-a61ce42cb908,30230,Texas A&M,7.0,DEN,WR,theBandit216,14,BB1
Nick Chubb,3128720,12886,4bd60b33-9fbf-4156-ba2b-8264ac37b418,31005,Georgia,6.0,CLE,RB,theBandit216,10,BB1
Marquez Valdes-Scantling,3051738,12934,e7f0a505-8060-403e-a3b3-9d4e88dda1dc,31144,South Florida,6.0,BUF,WR,theBandit216,12,BB1
Deebo Samuel,3126486,13429,628a6a0a-4fde-4024-8d7c-28674953d5af,31868,South Carolina,5.0,SF,WR,theBandit216,9,BB1
Jakobi Meyers,3916433,13517,73e194d1-a4b7-4de4-b1c2-3c24ef502918,32231,North Carolina State,5.0,LV,WR,theBandit216,10,BB1
D'Andre Swift,4259545,14394,cc4b5f58-a11c-4450-a1df-617ad88336e4,32705,Georgia,4.0,CHI,RB,theBandit216,7,BB1
Jordan Love,4036378,14371,e5094779-e94f-4052-8597-bdbee3719f6b,32696,Utah State,4.0,GB,QB,theBandit216,10,BB1
Donovan Peoples-Jones,4258195,14457,924edb03-29a9-42ae-92dd-ef7e8a498095,32857,Michigan,4.0,DET,WR,theBandit216,5,BB1
Jahan Dotson,-1,15850,d4a7917d-f327-431b-9b87-83af341c3e21,-1,Penn State,2.0,WAS,WR,theBandit216,14,BB1
Rachaad White,-1,15802,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,-1,Arizona State,2.0,TB,RB,theBandit216,11,BB1
Zach Charbonnet,-1,16897,7d7f1628-85a7-4633-9ffe-d82fc2761b00,-1,UCLA,1.0,SEA,RB,theBandit216,10,BB1
Eric Gray,-1,16970,dcc536c1-36f2-4e34-8028-ccf32d930018,-1,Oklahoma,1.0,NYG,RB,jnappy,11,BB1
Michael Wilson,-1,16957,b91be982-fccd-448e-869b-e9b5148a1730,-1,Stanford,1.0,ARI,WR,jnappy,11,BB1
A.T. Perry,-1,16802,f6986d22-e3bb-4509-9309-90d92c01437a,-1,Wake Forest,1.0,NO,WR,jnappy,12,BB1
Dylan Laube,-1,17818,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,-1,New Hampshire,0.0,LV,RB,jnappy,10,BB1
Erick All,-1,17696,5523779b-db60-4158-b232-8391bc7db65b,-1,Iowa,0.0,CIN,TE,jnappy,12,BB1
Jalen McMillan,-1,17763,c2b25795-8c63-425a-8790-f6d626dbf0d3,-1,Washington,0.0,TB,WR,jnappy,11,BB1
Ja'Lynn Polk,-1,17684,446ecdc5-470d-4cb6-9a77-b54c108e3d3a,-1,Washington,0.0,NE,WR,jnappy,14,BB1
Xavier Worthy,-1,17687,52e049b1-0a7a-4e7f-9866-d2848e9cc478,-1,Texas,0.0,KC,WR,jnappy,6,BB1
Jaylen Wright,-1,17800,ba9e1390-028b-47c9-8710-84cee3fa25de,-1,Tennessee,0.0,MIA,RB,jnappy,6,BB1
Jimmy Garoppolo,16760,9320,42de9d1d-0352-460b-9172-9452414fd7fd,27590,Eastern Illinois,10.0,LAR,QB,jnappy,6,BB1
Derek Carr,16757,9317,9f026fc0-4449-4dc5-a226-2e2830619381,27564,Fresno State,10.0,NO,QB,jnappy,12,BB1
Joe Mixon,3116385,11707,7797f36e-87e8-4282-b6d2-bdb1774fc3b3,30161,Oklahoma,7.0,HOU,RB,jnappy,14,BB1
Alvin Kamara,3054850,11732,d9c857b2-97da-4fb8-a527-afbbb2a67413,30180,Tennessee,7.0,NO,RB,jnappy,12,BB1
Calvin Ridley,3925357,12616,926e2674-52d6-4cec-9991-46ee85cc8cfd,30996,Alabama,6.0,TEN,WR,jnappy,5,BB1
Kyler Murray,3917315,13613,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,31833,Oklahoma,5.0,ARI,QB,jnappy,11,BB1
Justin Jefferson,4262921,14509,4131d4ee-0318-4bb5-832a-4dec80668a4f,32692,LSU,4.0,MIN,WR,jnappy,6,BB1
Michael Pittman,4035687,14378,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,32704,USC,4.0,IND,WR,jnappy,14,BB1
Amon-Ra St. Brown,-1,15332,26ef0447-29b8-4dd1-9831-dcbf8132bb74,-1,USC,3.0,DET,WR,jnappy,5,BB1
Trey McBride,-1,15902,734d54cc-c869-4e2f-a60f-c59c493f5110,-1,Colorado State,2.0,ARI,TE,jnappy,11,BB1
Jerome Ford,-1,15989,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,-1,Cincinnati,2.0,CLE,RB,jnappy,10,BB1
Greg Dulcich,-1,15891,b9e4a022-d15c-4cef-9879-170277f17207,-1,UCLA,2.0,DEN,TE,jnappy,14,BB1
Daniel Bellinger,-1,16036,42a1c03e-790e-46ba-b0d5-d304e44c02c7,-1,San Diego State,2.0,NYG,TE,jnappy,11,BB1
Tyjae Spears,-1,16941,af71f149-7758-40b7-973a-9fe6320cf4f5,-1,Tulane,1.0,TEN,RB,jnappy,5,BB1
Keaton Mitchell,-1,16810,16341d80-f01f-11ed-97df-a94b89ac5704,-1,East Carolina,1.0,BAL,RB,jnappy,14,BB1
Will Levis,-1,16665,4c8a2f7e-f982-4eca-9d52-cf53df6985a4,-1,Kentucky,1.0,TEN,QB,jnappy,5,BB1
Jonathan Mingo,-1,16937,6cf0c82d-87e4-4cfc-8475-77667ed92796,-1,Ole Miss,1.0,CAR,WR,Mschmoopie,11,BB1
Blake Corum,-1,17690,93ba1da2-3679-4ddc-9687-0802349f9ee2,-1,Michigan,0.0,LAR,RB,Mschmoopie,6,BB1
Trey Benson,-1,17767,0c1253f2-1822-445d-8590-fea6fd32703f,-1,Florida State,0.0,ARI,RB,Mschmoopie,11,BB1
Rome Odunze,-1,17020,f64694e0-0381-11ef-973d-5176a0ecbee4,-1,Washington,0.0,CHI,WR,Mschmoopie,7,BB1
Roman Wilson,-1,17043,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,-1,Michigan,0.0,PIT,WR,Mschmoopie,9,BB1
Jermaine Burton,-1,17738,dc363b05-4551-4cb0-9bfc-ba462cb1cd5b,-1,Alabama,0.0,CIN,WR,Mschmoopie,12,BB1
Javon Baker,-1,17787,901992cc-f4b7-45e8-800e-c2dce6ae5199,-1,UCF,0.0,NE,WR,Mschmoopie,14,BB1
Isaac Guerendo,-1,17947,eac64b21-6e9e-447a-bf18-8a00b5c12871,-1,Louisville,0.0,SF,RB,Mschmoopie,9,BB1
Tip Reiman,-1,17966,44767e85-080f-4212-b2f2-cba160c81a9f,-1,Illinois,0.0,ARI,TE,Mschmoopie,11,BB1
Raheem Mostert,2576414,10604,b040e601-ec40-4757-bf3d-71bf64ef99cf,28654,Purdue,9.0,MIA,RB,Mschmoopie,6,BB1
Baker Mayfield,3052587,12619,30198d30-9769-4e10-ac86-b4c91d940802,30971,Oklahoma,6.0,TB,QB,Mschmoopie,11,BB1
Gus Edwards,3051926,13123,3ffc3993-461e-4477-9def-c9633b7feac1,31424,Rutgers,6.0,LAC,RB,Mschmoopie,5,BB1
DK Metcalf,4047650,13424,754faf0f-40f7-45f0-b23b-6ce990ecaf26,31896,Ole Miss,5.0,SEA,WR,Mschmoopie,10,BB1
Jake Browning,3886812,13504,f2f29019-7306-4b1c-a9d8-e9f802cb06e0,32138,Washington,5.0,CIN,QB,Mschmoopie,12,BB1
K.J. Osborn,3916566,14641,3bf5c049-9daa-43ba-9758-c6c895a9d462,32846,Miami (FL),4.0,NE,WR,Mschmoopie,14,BB1
Ja'Marr Chase,-1,15183,fa99e984-d63b-4ef4-a164-407f68a7eeaf,-1,LSU,3.0,CIN,WR,Mschmoopie,12,BB1
Nico Collins,-1,15200,bd56a50c-5fae-4ee2-8363-f74ae07b6887,-1,Michigan,3.0,HOU,WR,Mschmoopie,14,BB1
Justin Fields,-1,15416,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,-1,Ohio State,3.0,PIT,QB,Mschmoopie,9,BB1
Pat Freiermuth,-1,15267,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,-1,Penn State,3.0,PIT,TE,Mschmoopie,9,BB1
Kyren Williams,-1,15807,19d44771-8f1d-4127-9b7d-230da137f15d,-1,Notre Dame,2.0,LAR,RB,Mschmoopie,6,BB1
Sam Howell,-1,15825,7d85e9c2-f464-4654-9200-acfcffd7dfaf,-1,North Carolina,2.0,SEA,QB,Mschmoopie,10,BB1
Chigoziem Okonkwo,-1,16042,14e11f9b-58c8-437f-abc0-a4e4df9a7c47,-1,Maryland,2.0,TEN,TE,Mschmoopie,5,BB1
Jelani Woods,-1,15821,321af8f8-b4de-4ed2-a86f-7f97a85a13d4,-1,Virginia,2.0,IND,TE,Mschmoopie,14,BB1
De'Von Achane,-1,16661,a4ef921b-8767-4b4f-a651-7675c00f9af0,-1,Texas A&M,1.0,MIA,RB,Mschmoopie,6,BB1
Anthony Richardson,-1,16653,5fc5b4a6-a583-4345-a810-4f982204ea5e,-1,Florida,1.0,IND,QB,Mschmoopie,14,BB1
Caleb Williams,-1,17695,49d4b627-3f19-49a8-ae33-f539e0fb1f88,-1,USC,0.0,CHI,QB,koolaid403,7,BB1
Drake Maye,-1,17673,d0c0630e-8925-4b81-a32b-e4146d95f01f,-1,North Carolina,0.0,NE,QB,koolaid403,14,BB1
Jared Wiley,-1,17894,a952a370-a43f-45ec-8371-0665f0b9551e,-1,TCU,0.0,KC,TE,koolaid403,6,BB1
Theo Johnson,-1,17021,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,-1,Penn State,0.0,NYG,TE,koolaid403,11,BB1
Ainias Smith,-1,17015,83a78cfb-5e71-4131-b706-3661bb6396e1,-1,Texas A&M,0.0,PHI,WR,koolaid403,5,BB1
Luke McCaffrey,-1,17820,5cfd82f8-9e73-48d7-914e-9051ff52d67d,-1,Rice,0.0,WAS,WR,koolaid403,14,BB1
Travis Kelce,15847,8783,c3859e06-5f23-4302-a71b-04820a899d5f,26686,Cincinnati,11.0,KC,TE,koolaid403,6,BB1
Tyreek Hill,3116406,11222,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,29399,West Alabama,8.0,MIA,WR,koolaid403,6,BB1
Mike Williams,3045138,11885,12f27311-7cd6-4ca5-ba7d-571e9de5e1eb,30120,Clemson,7.0,NYJ,WR,koolaid403,12,BB1
Gerald Everett,3918639,11737,ebeceb00-57e0-4b74-9cf7-853da2afed18,30157,South Alabama,7.0,CHI,TE,koolaid403,7,BB1
James Conner,3045147,11691,28a084c0-14df-499f-bd1f-b975603626b7,30218,Pittsburgh,7.0,ARI,RB,koolaid403,11,BB1
Samaje Perine,3116389,11698,e601812f-ce24-4e99-bee0-e33c1e9014e4,30227,Oklahoma,7.0,DEN,RB,koolaid403,14,BB1
Matthew Stafford,12483,5971,ade43b1a-0601-4672-83b6-d246bc066a19,9265,Georgia,15.0,LAR,QB,koolaid403,6,BB1
Christian Kirk,3895856,12508,ebcd87ce-218c-4144-810b-921c2f59d6e8,31017,Texas A&M,6.0,JAX,WR,koolaid403,12,BB1
Josh Jacobs,4047365,13582,61694ab9-b099-408e-b48d-6a643dd069ec,31856,Alabama,5.0,GB,RB,koolaid403,10,BB1
Drew Lock,3924327,13736,94325301-e0ad-4a9f-a0e5-ffec0f529be3,31874,Missouri,5.0,NYG,QB,koolaid403,11,BB1
Alexander Mattison,4048244,13477,ae4faec0-509d-4080-b5cb-d1a44d062858,31934,Boise State,5.0,LV,RB,koolaid403,10,BB1
Darius Slayton,3916945,13522,82ed30a5-54a8-4ed0-b040-99c3a78fb055,32003,Auburn,5.0,NYG,WR,koolaid403,11,BB1
Cole Kmet,4258595,14436,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,32713,Notre Dame,4.0,CHI,TE,koolaid403,7,BB1
Jaylen Waddle,-1,15404,0ff9a975-669d-4851-a95d-ab28d9fc29c4,-1,Alabama,3.0,MIA,WR,koolaid403,6,BB1
Javonte Williams,-1,15306,889dcdc5-3d88-45df-9677-5ad7ff87c011,-1,North Carolina,3.0,DEN,RB,koolaid403,14,BB1
Isaiah Likely,-1,16033,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,-1,Coastal Carolina,2.0,BAL,TE,koolaid403,14,BB1
Tyler Allgeier,-1,15976,f4529909-1a02-4f4b-a1f3-315cad100683,-1,BYU,2.0,ATL,RB,koolaid403,12,BB1
Tyrod Taylor,14163,7357,7f3ef024-eb34-46af-8b9e-544cdf09378f,24967,Virginia Tech,13.0,NYJ,QB,koolaid403,12,BB1
Rashid Shaheed,-1,16560,e1ecc660-cc9f-11ec-952e-a10f2c98fc4d,-1,Weber State,2.0,NO,WR,koolaid403,12,BB1
Roschon Johnson,-1,16772,e3c414c0-be8c-4807-af9c-f91d89c83e60,-1,Texas,1.0,CHI,RB,ConorDeLa,7,BB1
Will Shipley,-1,17802,796e223d-e8d5-42ab-afb4-557fa6183357,-1,Clemson,0.0,PHI,RB,ConorDeLa,5,BB1
Cade Stover,-1,17794,559d5222-0403-4a14-94c7-c7bd5072c939,-1,Ohio State,0.0,HOU,TE,ConorDeLa,14,BB1
Brock Bowers,-1,17693,ad9fc7e3-0a6d-4e41-84c2-cf43b71aee13,-1,Georgia,0.0,LV,TE,ConorDeLa,10,BB1
Adonai Mitchell,-1,17668,190dbc97-2b7c-4023-b6b0-5729b854b60b,-1,Texas,0.0,IND,WR,ConorDeLa,14,BB1
Xavier Legette,-1,17734,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,-1,South Carolina,0.0,CAR,WR,ConorDeLa,11,BB1
Brian Thomas,-1,17716,271a233e-68b3-4261-a3aa-7667eaf9d3cc,-1,LSU,0.0,JAX,WR,ConorDeLa,12,BB1
Odell Beckham,16733,9255,354dec38-b88b-4ba0-8974-859123f27c45,27540,LSU,10.0,MIA,WR,ConorDeLa,6,BB1
Jameis Winston,2969939,10037,fb3b36fc-b985-4807-8199-d038d7e62a93,28389,Florida State,9.0,CLE,QB,ConorDeLa,10,BB1
Joshua Dobbs,3044720,11834,15bedebc-839e-450a-86f6-1f5ad1f4f820,30248,Tennessee,7.0,SF,QB,ConorDeLa,9,BB1
Sam Darnold,3912547,12490,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,USC,6.0,MIN,QB,ConorDeLa,6,BB1
Michael Gallup,4036348,12810,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,31051,Colorado State,6.0,FA,WR,ConorDeLa,0,BB1
T.J. Hockenson,4036133,13610,bd1120b6-38b3-4225-a4b0-20660a149d0d,31840,Iowa,5.0,MIN,TE,ConorDeLa,6,BB1
Hollywood Brown,4241372,13502,feeee40a-dd63-41a7-89cd-6c95b5456833,31857,Oklahoma,5.0,KC,WR,ConorDeLa,6,BB1
A.J. Brown,4047646,13432,a9e580f2-1fbe-46fb-887c-c84089b507e4,31883,Ole Miss,5.0,PHI,WR,ConorDeLa,5,BB1
Justice Hill,4038441,13427,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,31945,Oklahoma State,5.0,BAL,RB,ConorDeLa,14,BB1
Gardner Minshew,4038524,13741,dabb52c0-455b-48fe-996b-abf758120623,32010,Washington State,5.0,LV,QB,ConorDeLa,10,BB1
Tua Tagovailoa,4241479,14465,26ad9c27-de38-495e-913c-6fb2428e76d3,32675,Alabama,4.0,MIA,QB,ConorDeLa,6,BB1
Clyde Edwards-Helaire,4242214,14514,8aa01565-4481-443a-9951-642c98ded113,32702,LSU,4.0,KC,RB,ConorDeLa,6,BB1
Drake London,-1,15868,5053f9ae-15d9-4730-833d-484886b6f890,-1,USC,2.0,ATL,WR,ConorDeLa,12,BB1
Brian Robinson,-1,15907,795f636e-6f7f-4bc7-a346-2862272abead,-1,Alabama,2.0,WAS,RB,ConorDeLa,14,BB1
Marvin Mims,-1,16849,fcd780e6-6d43-4c2e-b740-59ae09911345,-1,Oklahoma,1.0,DEN,WR,ConorDeLa,14,BB1
Bijan Robinson,-1,16739,f78d68c2-f9da-48e7-b954-26b69efd828d,-1,Texas,1.0,ATL,RB,ConorDeLa,12,BB1
Aaron Rodgers,8439,4307,0ce48193-e2fa-466e-a986-33f751add206,7200,California,19.0,NYJ,QB,ConorDeLa,12,BB1
Zay Flowers,-1,16919,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,-1,Boston College,1.0,BAL,WR,ConorDeLa,14,BB1
Rashee Rice,-1,16963,cbd73c09-da07-48b0-a0d6-f248dfa631b6,-1,SMU,1.0,KC,WR,ChiJV,6,BB1
Jaleel McLaughlin,-1,17319,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,-1,Youngstown State,1.0,DEN,RB,ChiJV,14,BB1
Malachi Corley,-1,17777,bae59933-8b94-4837-990e-f0a4ced3cdbb,-1,Western Kentucky,0.0,NYJ,WR,ChiJV,12,BB1
Marvin Harrison,-1,17674,e8da21a8-796d-48a2-b644-57d08983ae01,-1,Ohio State,0.0,ARI,WR,ChiJV,11,BB1
Devontez Walker,-1,17728,b5d1ed29-c72a-45ff-ae60-337e13728b2f,-1,North Carolina,0.0,BAL,WR,ChiJV,14,BB1
Zach Ertz,15835,8781,de3421f7-2147-4835-89a5-724e87bad463,26658,Stanford,11.0,WAS,TE,ChiJV,14,BB1
Derrick Henry,3043078,10819,87c481c7-7414-43cc-82df-19ca0c2ae22e,29279,Alabama,8.0,BAL,RB,ChiJV,14,BB1
Michael Thomas,2976316,10759,90c1756d-1f47-41b7-89fe-b113c9850bc1,29281,Ohio State,8.0,FA,WR,ChiJV,0,BB1
Jamaal Williams,2980453,11777,122e131c-b08c-4b10-901d-481a20aeffb8,30247,BYU,7.0,NO,RB,ChiJV,12,BB1
Kendrick Bourne,3045523,11847,5aba3610-ab55-4922-ac46-806ded5eb8bf,30551,Eastern Washington,7.0,NE,WR,ChiJV,14,BB1
Austin Ekeler,3068267,12401,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3,30423,Western Colorado,7.0,WAS,RB,ChiJV,14,BB1
Dallas Goedert,3121023,12860,e8029983-87cf-49a2-bc04-04c8233a0630,31019,South Dakota State,6.0,PHI,TE,ChiJV,5,BB1
David Montgomery,4035538,13556,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,31905,Iowa State,5.0,DET,RB,ChiJV,5,BB1
Dawson Knox,3930086,13466,5fb525c5-4e70-4ede-8c49-94ad0cf66b7d,31928,Ole Miss,5.0,BUF,TE,ChiJV,12,BB1
Miles Sanders,4045163,13521,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,31885,Penn State,5.0,CAR,RB,ChiJV,11,BB1
Tee Higgins,4239993,14506,7963b029-5de4-4541-b00a-44eefe4349af,32703,Clemson,4.0,CIN,WR,ChiJV,12,BB1
Antonio Gibson,4360294,14639,c0a8a5d0-583f-457a-9d96-70027d3f69e7,32736,Memphis,4.0,NE,RB,ChiJV,14,BB1
Trevor Lawrence,-1,15357,aaa8b42c-4d87-45f6-bfd2-e31cfed9a736,-1,Clemson,3.0,JAX,QB,ChiJV,12,BB1
DeVonta Smith,-1,15406,3555d07e-57ae-43de-97d5-b1b5bf055f17,-1,Alabama,3.0,PHI,WR,ChiJV,5,BB1
Chuba Hubbard,-1,15242,32205e74-b23f-420a-b312-465b29260745,-1,Oklahoma State,3.0,CAR,RB,ChiJV,11,BB1
Cade Otton,-1,16032,f23517bd-ae85-484a-8ecb-1f7a2d851e48,-1,Washington,2.0,TB,TE,ChiJV,11,BB1
Romeo Doubs,-1,16027,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,-1,Nevada,2.0,GB,WR,ChiJV,10,BB1
Dameon Pierce,-1,15875,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,-1,Florida,2.0,HOU,RB,ChiJV,14,BB1
Jameson Williams,-1,15849,590adb00-5598-47ad-b6d4-16a6c5519847,-1,Alabama,2.0,DET,WR,ChiJV,5,BB1
C.J. Stroud,-1,16886,7e91086f-9ca4-4bd9-a099-b88b2f37e6c6,-1,Ohio State,1.0,HOU,QB,ChiJV,14,BB1
Michael Penix,-1,17700,6499a161-b221-4591-b122-d99ece1be64b,-1,Washington,0.0,ATL,QB,tford51,12,BB1
Rasheen Ali,-1,17026,9aeb79b0-e55b-4341-8c6b-233971b667a7,-1,Marshall,0.0,BAL,RB,tford51,14,BB1
Ricky Pearsall,-1,17761,aca4c1b8-915f-4295-92e4-05b51feee6b1,-1,Florida,0.0,SF,WR,tford51,9,BB1
Kirk Cousins,14880,8057,bbd0942c-6f77-4f83-a6d0-66ec6548019e,25812,Michigan State,12.0,ATL,QB,tford51,12,BB1
DeAndre Hopkins,15795,8619,5c48ade7-4b9a-4757-9643-87a6e3839e2b,26650,Clemson,11.0,TEN,WR,tford51,5,BB1
Keenan Allen,15818,8627,5f424505-f29f-433c-b3f2-1a143a04a010,26699,California,11.0,CHI,WR,tford51,7,BB1
Adam Thielen,16460,8986,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,27277,Minnesota State,11.0,CAR,WR,tford51,11,BB1
Amari Cooper,2976499,10055,00f88be8-45f9-4237-b2b8-3271ec790d07,28392,Alabama,9.0,CLE,WR,tford51,10,BB1
Tyler Lockett,2577327,10161,dffa69ad-331e-4f09-ae38-40a5a4406be6,28457,Kansas State,9.0,SEA,WR,tford51,10,BB1
Ezekiel Elliott,3051392,10736,bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a,29238,Ohio State,8.0,DAL,RB,tford51,7,BB1
Hunter Henry,3046439,10735,705899da-3c20-4bc3-b5d0-2e6e40655131,29269,Arkansas,8.0,NE,TE,tford51,14,BB1
Christian McCaffrey,3117251,11690,f96db0af-5e25-42d1-a07a-49b4e065b364,30121,Stanford,7.0,SF,RB,tford51,9,BB1
Evan Engram,3051876,11805,e21365af-8d66-416e-b0a5-8816d18fcfd9,30136,Ole Miss,7.0,JAX,TE,tford51,12,BB1
Jonnu Smith,3054212,11807,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87,30213,Florida International,7.0,MIA,TE,tford51,6,BB1
Taysom Hill,2468609,12063,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,BYU,7.0,NO,TE,tford51,12,BB1
Mike Gesicki,3116164,12764,1012cbe0-7eba-4169-bfca-183a0204e1a7,31012,Penn State,6.0,CIN,TE,tford51,12,BB1
AJ Dillon,4239934,14370,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,32732,Boston College,4.0,GB,RB,tford51,10,BB1
Najee Harris,-1,15468,48ec58c3-ec26-4434-b005-8d34035e6667,-1,Alabama,3.0,PIT,RB,tford51,9,BB1
Elijah Moore,-1,15280,b1935e20-6bd6-4863-8d7e-702ec403491f,-1,Ole Miss,3.0,CLE,WR,tford51,10,BB1
Rondale Moore,-1,15514,975555d0-fe82-4e88-90f4-d690f5000671,-1,Purdue,3.0,ATL,WR,tford51,12,BB1
Trey Lance,-1,15198,676a508c-c65f-404a-a2b0-f861a4bfd072,-1,North Dakota State,3.0,DAL,QB,tford51,7,BB1
Jalen Tolbert,-1,16010,c6fb9f3a-f8ff-4224-a5f6-4d2d09501c9c,-1,South Alabama,2.0,DAL,WR,tford51,7,BB1
Chris Olave,-1,15895,2375d572-a36c-4365-bb3f-87e156526e2f,-1,Ohio State,2.0,NO,WR,tford51,12,BB1
Brock Purdy,-1,15834,d5aef708-ad61-4ab8-a637-62ff96e92040,-1,Iowa State,2.0,SF,QB,tford51,9,BB1
Trey Palmer,-1,16936,9a011241-f4b3-403a-af70-c9cdfd177054,-1,Nebraska,1.0,TB,WR,tford51,11,BB1
J.J. McCarthy,-1,17689,587cc3c3-aeda-4ac7-8803-a7e4db195534,-1,Michigan,0.0,MIN,QB,plfinken,6,BB1
Ben Sinnott,-1,17833,b5c717af-9116-483c-9ab3-c9db0a988ab8,-1,Kansas State,0.0,WAS,TE,plfinken,14,BB1
Malik Washington,-1,17863,d7f4fd2c-ba4f-49ca-bd92-443a506e9eb4,-1,Virginia,0.0,MIA,WR,plfinken,6,BB1
Jacob Cowing,-1,17008,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,-1,Arizona,0.0,SF,WR,plfinken,9,BB1
Brenden Rice,-1,17756,5c33558d-02fb-4c99-88d3-37083472c19f,-1,USC,0.0,LAC,WR,plfinken,5,BB1
Ladd McConkey,-1,17724,473bc7e5-c393-4f21-9e49-3ffc16711238,-1,Georgia,0.0,LAC,WR,plfinken,5,BB1
Stefon Diggs,2976212,10133,a1c40664-b265-4083-aad2-54b4c734f2c5,28534,Maryland,9.0,HOU,WR,plfinken,14,BB1
Darren Waller,2576925,10215,14c97c9f-26e8-4944-9299-f90de6aeada3,28592,Georgia Tech,9.0,FA,TE,plfinken,0,BB1
Dak Prescott,2577417,11008,86197778-8d4b-4eba-affe-08ef7be7c70b,29369,Mississippi State,8.0,DAL,QB,plfinken,7,BB1
Cooper Kupp,2977187,11863,2806e915-c46f-492f-8a29-71d3a85e5620,30182,Eastern Washington,7.0,LAR,WR,plfinken,6,BB1
George Kittle,3040151,11892,2ada91b0-036e-454f-83c3-6d939ff584a9,30259,Iowa,7.0,SF,TE,plfinken,9,BB1
DJ Chark,3115394,12820,c2a7bd8a-d141-423a-8810-0988a59ff0b4,31031,LSU,6.0,LAC,WR,plfinken,5,BB1
Courtland Sutton,3128429,12586,b55ae5ba-593f-4560-9cab-14e10698e01d,31010,SMU,6.0,DEN,WR,plfinken,14,BB1
Tony Pollard,3916148,13590,33b0227d-4c21-4e71-b4cd-be35f7db9123,31960,Memphis,5.0,TEN,RB,plfinken,5,BB1
Devin Singletary,4040761,13449,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,31906,Florida Atlantic,5.0,NYG,RB,plfinken,11,BB1
Brandon Aiyuk,4360438,14386,c90471cc-fa60-4416-9388-5aebb5d877eb,32695,Arizona State,4.0,SF,WR,plfinken,9,BB1
Jalen Hurts,4040715,14416,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,Oklahoma,4.0,PHI,QB,plfinken,5,BB1
Khalil Herbert,-1,15281,02af99e0-3c84-4d4e-937a-a9f29a02323b,-1,Virginia Tech,3.0,CHI,RB,plfinken,7,BB1
Khalil Shakir,-1,15892,0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4,-1,Boise State,2.0,BUF,WR,plfinken,12,BB1
Kenny Pickett,-1,15841,ef7ae1f1-4ebe-4759-bbb3-32bd177ace08,-1,Pittsburgh,2.0,PHI,QB,plfinken,5,BB1
Isiah Pacheco,-1,16104,3a25c037-fa30-4740-b742-ec8e4f1a2a25,-1,Rutgers,2.0,KC,RB,plfinken,6,BB1
